sample	coverage	taxonomy
Novel_genomes_no_reference-R1	0.11	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Bernardetiaceae; g__Bernardetia
Novel_genomes_no_reference-R1	1.05	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Spirosoma
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Adhaeribacter
Novel_genomes_no_reference-R1	0.2	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Pontibacter
Novel_genomes_no_reference-R1	0.84	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Hymenobacter
Novel_genomes_no_reference-R1	0.05	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Hymenobacteraceae; g__Rufibacter
Novel_genomes_no_reference-R1	0.78	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__IN17
Novel_genomes_no_reference-R1	0.5	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Aquaticitalea
Novel_genomes_no_reference-R1	0.11	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Jejuia
Novel_genomes_no_reference-R1	0.41	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Winogradskyella
Novel_genomes_no_reference-R1	0.95	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__QNYL01
Novel_genomes_no_reference-R1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Urechidicola
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum
Novel_genomes_no_reference-R1	0.3	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
Novel_genomes_no_reference-R1	0.3	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella
Novel_genomes_no_reference-R1	0.33	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola
Novel_genomes_no_reference-R1	0.44	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Avibacteroides
Novel_genomes_no_reference-R1	2.26	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__SZUA-53
Novel_genomes_no_reference-R1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__F082; g__Limimorpha
Novel_genomes_no_reference-R1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Sediminibacterium
Novel_genomes_no_reference-R1	0.2	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Chitinophaga
Novel_genomes_no_reference-R1	0.13	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__JJ008
Novel_genomes_no_reference-R1	0.07	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavihumibacter
Novel_genomes_no_reference-R1	0.05	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Ferruginibacter
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JABDMH01
Novel_genomes_no_reference-R1	0.1	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__CAJQNM01
Novel_genomes_no_reference-R1	0.2	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JABDLO01
Novel_genomes_no_reference-R1	0.31	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__RFSX01
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__JADKBO01
Novel_genomes_no_reference-R1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__Flavilitoribacter
Novel_genomes_no_reference-R1	0.12	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__DT-110
Novel_genomes_no_reference-R1	0.81	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Plesiocystis
Novel_genomes_no_reference-R1	1.74	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Enhygromyxa
Novel_genomes_no_reference-R1	2.61	Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Ga0077550
Novel_genomes_no_reference-R1	2.41	Root; d__Bacteria; p__Caldisericota; c__Caldisericia; o__B22-G15; f__B22-G15; g__JAAYUH01
Novel_genomes_no_reference-R1	0.15	Root; d__Bacteria; p__Caldisericota; c__Caldisericia; o__B22-G15; f__B22-G15; g__B22-G15
Novel_genomes_no_reference-R1	5.61	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Leptolyngbya
Novel_genomes_no_reference-R1	0.34	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__FACHB-36
Novel_genomes_no_reference-R1	1.32	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Stenomitos
Novel_genomes_no_reference-R1	0.42	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__Pantanalinema
Novel_genomes_no_reference-R1	0.19	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__JAAUSG01
Novel_genomes_no_reference-R1	1.12	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__JSC-12
Novel_genomes_no_reference-R1	0.46	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__ULC077BIN1
Novel_genomes_no_reference-R1	0.05	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales; f__Leptolyngbyaceae; g__JAAUOZ01
Novel_genomes_no_reference-R1	4.07	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Phormidesmiales; f__Phormidesmiaceae; g__Nodosilinea
Novel_genomes_no_reference-R1	0.14	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Phormidesmiales; f__Phormidesmiaceae; g__JACVSF01
Novel_genomes_no_reference-R1	4.71	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc
Novel_genomes_no_reference-R1	0.37	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Cylindrospermum
Novel_genomes_no_reference-R1	1.94	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Aulosira
Novel_genomes_no_reference-R1	0.74	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Fortiea
Novel_genomes_no_reference-R1	1.52	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nodularia
Novel_genomes_no_reference-R1	1.97	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Brasilonema
Novel_genomes_no_reference-R1	1.08	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Trichormus
Novel_genomes_no_reference-R1	0.95	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Hassallia
Novel_genomes_no_reference-R1	0.09	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Rivularia
Novel_genomes_no_reference-R1	0.36	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Amazonocrinis
Novel_genomes_no_reference-R1	0.12	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Aetokthonos
Novel_genomes_no_reference-R1	0.05	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Dendronalium
Novel_genomes_no_reference-R1	0.22	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Tolypothrix_B
Novel_genomes_no_reference-R1	0.14	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Anabaenopsis
Novel_genomes_no_reference-R1	0.93	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Calothrix
Novel_genomes_no_reference-R1	0.36	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Dolichospermum
Novel_genomes_no_reference-R1	0.25	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Nostoc_B
Novel_genomes_no_reference-R1	0.19	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae; g__Mastigocladopsis
Novel_genomes_no_reference-R1	1.29	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcoleaceae; g__Trichodesmium
Novel_genomes_no_reference-R1	0.69	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Microcoleaceae; g__Okeania
Novel_genomes_no_reference-R1	1.07	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Phormidiaceae_A; g__UBA11371
Novel_genomes_no_reference-R1	1.56	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Phormidiaceae_A; g__FACHB-1375
Novel_genomes_no_reference-R1	0.23	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Phormidiaceae_A; g__Phormidium_B
Novel_genomes_no_reference-R1	2.56	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Xenococcaceae; g__Pleurocapsa
Novel_genomes_no_reference-R1	1.61	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae; g__SIO2C1
Novel_genomes_no_reference-R1	0.12	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae; g__SIO3C6
Novel_genomes_no_reference-R1	0.92	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Coleofasciculaceae; g__FACHB-SPT15
Novel_genomes_no_reference-R1	0.11	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__Chroococcidiopsidaceae; g__Aliterella
Novel_genomes_no_reference-R1	0.18	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales; f__FACHB-T130; g__FACHB-T130
Novel_genomes_no_reference-R1	2.24	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__JAAUOQ01
Novel_genomes_no_reference-R1	0.1	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__CCP2
Novel_genomes_no_reference-R1	1.77	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__JAAUPA01
Novel_genomes_no_reference-R1	1.77	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__Elainella
Novel_genomes_no_reference-R1	0.32	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__JACYLU01
Novel_genomes_no_reference-R1	0.3	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__Leptolyngbya_A
Novel_genomes_no_reference-R1	0.2	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__DVEB01
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__JAAUSF01
Novel_genomes_no_reference-R1	0.14	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__FACHB-1407
Novel_genomes_no_reference-R1	0.27	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__FACHB-8
Novel_genomes_no_reference-R1	0.05	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales; f__Elainellaceae; g__O-77
Novel_genomes_no_reference-R1	2.88	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Gloeomargaritales; f__Gloeomargaritaceae; g__Gloeomargarita
Novel_genomes_no_reference-R1	0.12	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales; f__Thermosynechococcaceae; g__RCC1774
Novel_genomes_no_reference-R1	0.16	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales; f__Thermosynechococcaceae; g__WVIC01
Novel_genomes_no_reference-R1	1.1	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales; f__Thermosynechococcaceae; g__JAAURS01
Novel_genomes_no_reference-R1	2.14	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Synechococcus_B
Novel_genomes_no_reference-R1	2.12	Root; d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__FACHB-46; f__FACHB-46; g__FACHB-46
Novel_genomes_no_reference-R1	0.6	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__DRVG01
Novel_genomes_no_reference-R1	0.65	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__Sumerlaeaceae; g__HGW-BRC1-1
Novel_genomes_no_reference-R1	0.06	Root; d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales; f__JAAZBM01; g__JAAZBM01
Novel_genomes_no_reference-R1	1.86	Root; d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__Pyrinomonadales; f__Pyrinomonadaceae; g__QQUY01
Novel_genomes_no_reference-R1	0.71	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__FEB-10; g__JAADFN01
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__FEB-10; g__FEB-10
Novel_genomes_no_reference-R1	0.14	Root; d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__FEB-10; g__JACXWA01
Novel_genomes_no_reference-R1	0.11	Root; d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Tissierellales; f__Tepidimicrobiaceae; g__Schnuerera
Novel_genomes_no_reference-R1	0.08	Root; d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Tissierellales; f__Tepidimicrobiaceae; g__JAAYFE01
Novel_genomes_no_reference-R1	0.15	Root; d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Tissierellales; f__Tepidimicrobiaceae; g__Mt11
Novel_genomes_no_reference-R1	0.22	Root; d__Bacteria; p__Firmicutes_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Hathewaya
Novel_genomes_no_reference-R1	0.9	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Fervidicola
Novel_genomes_no_reference-R1	0.99	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Caldanaerovirga
Novel_genomes_no_reference-R1	0.16	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__ZC4RG34
Novel_genomes_no_reference-R1	0.94	Root; d__Bacteria; p__Firmicutes_A; c__Thermosediminibacteria; o__Thermosediminibacterales; f__Thermosediminibacteraceae; g__Thermosediminibacter
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__JAAYXY01
Novel_genomes_no_reference-R1	0.12	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__UBA2170
Novel_genomes_no_reference-R1	0.26	Root; d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales; f__Peribacteraceae; g__GWB1-54-5
Novel_genomes_no_reference-R1	0.57	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__CG1-02-41-26; g__PFMI01
Novel_genomes_no_reference-R1	0.05	Root; d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales; f__CG1-02-41-26; g__DTIL01
Novel_genomes_no_reference-R1	1.28	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanoperiomorbaceae; g__Nanoperiomorbus
Novel_genomes_no_reference-R1	1.92	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Nanogingivalaceae; g__Nanogingivalis
Novel_genomes_no_reference-R1	0.06	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__UBA6224
Novel_genomes_no_reference-R1	0.09	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__UBA4665; g__GCA-2746885
Novel_genomes_no_reference-R1	1.65	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadaceae; g__Saccharimonas
Novel_genomes_no_reference-R1	0.41	Root; d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__JACDFO01; g__JACDFO01
Novel_genomes_no_reference-R1	0.05	Root; d__Bacteria; p__Patescibacteria; c__JAEDAM01; o__Absconditabacterales; f__X112; g__PDOX01
Novel_genomes_no_reference-R1	0.17	Root; d__Bacteria; p__Patescibacteria; c__JAEDAM01; o__Absconditabacterales; f__X112; g__Vampirococcus_A
Novel_genomes_no_reference-R1	0.11	Root; d__Bacteria; p__Patescibacteria; c__JAEDAM01; o__Absconditabacterales; f__X112; g__HOT-345
Novel_genomes_no_reference-R1	0.75	Root; d__Bacteria; p__Desulfobacterota_C; c__Anaeroferrophillalia; o__Anaeroferrophillales; f__JAADEO01; g__JAADEO01
Novel_genomes_no_reference-R1	2.13	Root; d__Bacteria; p__Desulfobacterota_C; c__Anaeroferrophillalia; o__Anaeroferrophillales; f__JAADEO01; g__DSCM01
Novel_genomes_no_reference-R1	2.1	Root; d__Bacteria; p__Eremiobacterota; c__Eremiobacteria; o__Baltobacterales; f__Baltobacteraceae; g__Cybelea
Novel_genomes_no_reference-R1	1.49	Root; d__Bacteria; p__Firmicutes_B; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__CEB3
Novel_genomes_no_reference-R1	0.68	Root; d__Bacteria; p__Firmicutes_B; c__Moorellia; o__DULZ01; f__DUOV01; g__DUOV01
Novel_genomes_no_reference-R1	0.08	Root; d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae; g__WJIP01
Novel_genomes_no_reference-R1	0.11	Root; d__Bacteria; p__Calditrichota; c__Calditrichia; o__Calditrichales; f__Calditrichaceae; g__JAFGKZ01
Novel_genomes_no_reference-R1	0.08	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Paludisphaera
Novel_genomes_no_reference-R1	0.4	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__JAFANO01
Novel_genomes_no_reference-R1	0.11	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Tautonia
Novel_genomes_no_reference-R1	0.2	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Singulisphaera
Novel_genomes_no_reference-R1	0.22	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Aquisphaera
Novel_genomes_no_reference-R1	0.09	Root; d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__CAIYJE01
Novel_genomes_no_reference-R1	0.09	Root; d__Bacteria; p__Planctomycetota; c__Brocadiae; o__Brocadiales; f__Brocadiaceae; g__Brocadia
Novel_genomes_no_reference-R1	0.28	Root; d__Bacteria; p__Planctomycetota; c__Brocadiae; o__Brocadiales; f__Scalinduaceae; g__Scalindua
Novel_genomes_no_reference-R1	0.06	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__Anaerohalosphaeraceae; g__4572-13
Novel_genomes_no_reference-R1	0.83	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__UBA12454; g__UBA12454
Novel_genomes_no_reference-R1	0.24	Root; d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales; f__UBA12454; g__JAFGGI01
Novel_genomes_no_reference-R1	0.28	Root; d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Deferribacter
Novel_genomes_no_reference-R1	0.25	Root; d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Calditerrivibrionaceae; g__Calditerrivibrio
Novel_genomes_no_reference-R1	0.12	Root; d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Denitrovibrionaceae; g__Denitrovibrio
Novel_genomes_no_reference-R1	0.46	Root; d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Flexistipitaceae; g__Flexistipes
Novel_genomes_no_reference-R1	0.6	Root; d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales; f__Acetohalobiaceae; g__Acetohalobium
Novel_genomes_no_reference-R1	0.45	Root; d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales; f__Acetohalobiaceae; g__Selenihalanaerobacter
Novel_genomes_no_reference-R1	1.18	Root; d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales; f__Acetohalobiaceae; g__Frackibacter
Novel_genomes_no_reference-R1	0.05	Root; d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales; f__Acetohalobiaceae; g__Sporohalobacter
Novel_genomes_no_reference-R1	0.19	Root; d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales; f__Halobacteroidaceae; g__Orenia
Novel_genomes_no_reference-R1	0.22	Root; d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales; f__Halobacteroidaceae; g__Halobacteroides
Novel_genomes_no_reference-R1	0.35	Root; d__Bacteria; p__Firmicutes_F; c__Halanaerobiia; o__Halobacteroidales; f__Halobacteroidaceae; g__Halonatronum
Novel_genomes_no_reference-R1	0.09	Root; d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__Magnetobacteriaceae; g__XYC
Novel_genomes_no_reference-R1	0.16	Root; d__Bacteria; p__Nitrospirota; c__Thermodesulfovibrionia; o__Thermodesulfovibrionales; f__Magnetobacteriaceae; g__Magnetobacterium
Novel_genomes_no_reference-R1	1.06	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__CAIJNA01
Novel_genomes_no_reference-R1	0.15	Root; d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter
Novel_genomes_no_reference-R1	1.6	Root; d__Bacteria; p__Desulfobacterota_B; c__Binatia; o__UBA12015; f__UBA12015; g__VGTK01
Novel_genomes_no_reference-R1	0.92	Root; d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Spiro-10
Novel_genomes_no_reference-R1	0.93	Root; d__Bacteria; p__Methylomirabilota; c__Methylomirabilia; o__Methylomirabilales; f__Methylomirabilaceae; g__Methylomirabilis
Novel_genomes_no_reference-R1	1.78	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Midichloriaceae; g__Aquarickettsia; s__Aquarickettsia sp903887235
Novel_genomes_no_reference-R1	0.07	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudooceanicola; s__Pseudooceanicola nanhaiensis
Novel_genomes_no_reference-R1	0.24	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseicyclus; s__Roseicyclus sp001650845
Novel_genomes_no_reference-R1	0.29	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__SSD5; s__SSD5 sp013693875
Novel_genomes_no_reference-R1	0.35	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Limibaculum; s__Limibaculum sp016623495
Novel_genomes_no_reference-R1	0.39	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylopilaceae; g__Hansschlegelia; s__Hansschlegelia sp003241695
Novel_genomes_no_reference-R1	0.44	Root; d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Chakrabartia; s__Chakrabartia sp016704425
